text,category
PVR Bowling monthly payment in Pune night,Entertainment
Shopping Mall Gift recharge kiya in Hyderabad for family,Shopping
Lipstick booking Lifestyle,Shopping
Yatra Bus Ticket monthly payment urgent purchase,Travel
Dmart Pav Bhaji pe khaya in Delhi daily expense,Food
Burger Singh Groceries order kiya using phonepe with friends yesterday,Food
Flat House Rent ke liye payment using cash,Rent
Parking at Metro using paytm,Travel
Noodles recharge More Supermarket for family month end,Food
Music recharge PVR,Entertainment
Momos paid for Dominos daily expense,Food
Taxi bill Uber using debit card in Jaipur morning,Travel
UBER Train Ticket order kiya using upi exam week yesterday,Travel
Hostel Fee via Room in Agra daily expense,Rent
PVR Music mangaya using cash hostel life,Entertainment
Shampoo recharge Adidas,Shopping
INOX Bowling se mangaya using upi after class,Entertainment
Cab booking MakeMyTrip using credit card,Travel
Metro Diesel ke liye payment in Agra,Travel
Diesel order AbhiBus in Pune hostel life,Travel
Butter recharge Burger Singh using gpay in Mumbai festival shopping,Food
Bus Ticket yesterday SpiceJet in Pune,Travel
Tempered Glass payment Ajio in Jaipur for family today,Shopping
Fastag Bus Ticket ka bill using upi in Delhi,Travel
Spotify Subscription ka payment using phonepe morning,Entertainment
SpiceJet Toll Tax bharwaya using upi in Delhi for family,Travel
Fruits monthly Swiggy in Agra weekend,Food
Croma Tempered Glass diya using cash monthly,Shopping
Apple Store Power Bank recharge kiya using debit card today,Shopping
Parking Parking kharida,Travel
Star Bazaar Fruits liya using cash in Agra for college,Food
Hostel House Rent pe khaya using gpay,Rent
Fastag Recharge monthly Yatra monthly,Travel
Credit Card Bill payment Credit Card in Jaipur,Bills
Cricket Match monthly Prime Video using gpay for college,Entertainment
Makeup Kit food flipcart,Shopping
Dosa More Supermarket,Food
Auto this week RedBus festival shopping,Travel
Eggs recharge EatFit hostel life,Food
Concert weekly Xbox,Entertainment
Butter expense Box8,Food
Credit Card Bill weekly Vi in Mumbai month end,Bills
Poha this week Behrouz after class,Food
Cricket Match today Prime Video using credit card in Bangalore,Entertainment
ola Parking pe gaya in Bangalore today,Travel
swigy Shawarma book ki during trip,Food
Metro Ticket booking Yatra afternoon,Travel
Perfume today flipkart in Mumbai evening,Shopping
BSNL Water Bill bhar diya using cash morning,Bills
Wallet food Decathlon using upi weekend,Shopping
Goibibo Diesel bharwaya using paytm in Pune,Travel
Milk order Haldirams using gpay,Food
Paneer Local Dhaba using debit card,Food
Cab via Goibibo urgent purchase today,Travel
Perfume Myntra,Shopping
Shoppers Stop Jacket pe khaya in Agra daily expense,Shopping
Lifestyle Earbuds book ki in Pune,Shopping
Petrol using RedBus with friends,Travel
Reliance Digital Face Wash bharwaya today,Shopping
ICICI Gas Bill se mangaya for family,Bills
Parking weekly Petrol Pump weekend,Travel
Saree subscription Noise today,Shopping
Restaurant Tea kharida,Food
Shoppers Stop Saree bharwaya using credit card,Shopping
Broadband Bill this week ICICI festival shopping,Bills
Speaker this week FireBoltt using phonepe exam week,Shopping
Fastag Recharge yesterday Goibibo,Travel
Indigo Diesel bharwaya exam week,Travel
Headphones today Zara,Shopping
Bus Ticket recharge SpiceJet using paytm with friends,Travel
BSNL Water Bill diya using phonepe in Jaipur,Bills
House Hostel Fee kharida using gpay hostel life,Rent
Vegetables Subway,Food
Pav Bhaji this week College Canteen,Food
Flat Rent this month Flat during trip,Rent
Water Bill yesterday Credit Card using phonepe during trip,Bills
Parking Train Ticket ka bill in Agra weekend,Travel
Pav Bhaji payment Bikanervala hostel life,Food
Excitel Insurance order kiya in Noida,Bills
Metro Shoes Keyboard bharwaya using credit card,Shopping
IPL Ticket via BookMyShow in Lucknow exam week night,Entertainment
Electricity Bill weekly Credit Card in Jaipur evening,Bills
Steam Arcade se mangaya using gpay today,Entertainment
Noodles bill Hostel Mess using gpay in Lucknow birthday evening,Food
Local Dhaba Rajma Chawal ke liye payment using upi in Mumbai,Food
Nykaa Fashion Mouse ka bill using upi in Hyderabad daily expense,Shopping
Pizza this week Reliance Fresh using debit card in Pune month end,Food
Diesel shopping Rapido using credit card today,Travel
Lassi purchased Behrouz using phonepe in Jaipur hostel life,Food
Cafe Groceries recharge kiya,Food
Toll Tax monthly Rapido using cash in Delhi,Travel
Wallet this week Nykaa Fashion using credit card in Delhi,Shopping
Internet Bill from airtell using debit card month end,Bills
H&M Gift ke liye payment during vacation,Shopping
Dosa using CCD using gpay morning evening,Food
Arcade expense JioCinema,Entertainment
Cab weekly Yatra using credit card,Travel
Fastag Recharge bought MakeMyTrip hostel life,Travel
Shawarma CCD in Delhi,Food
SpiceJet Train Ticket ke liye payment using gpay,Travel
Bowling payment JioCinema in Jaipur,Entertainment
PVR Bowling ka bill birthday,Entertainment
Haldirams Poha recharge kiya using credit card,Food
Air India Auto bharwaya using debit card in Jaipur,Travel
Face Wash using Noise festival shopping yesterday,Shopping
Butter order Box8 using gpay in Noida,Food
Diesel purchased uber in Jaipur evening morning,Travel
Zepto Pizza ke liye payment using debit card hostel life,Food
Shampoo this month Meesho exam week,Shopping
Room House Rent ka bill using credit card evening,Rent
Idli bill CCD in Hyderabad during trip,Food
Reebok Laptop ka payment using paytm during vacation,Shopping
Kurti payment Decathlon using upi weekend,Shopping
Shampoo bill Lifestyle using cash weekend,Shopping
Meesho Laptop pe khaya using phonepe late night evening,Shopping
Momos expense Burger King using credit card,Food
Metro Ticket MakeMyTrip using debit card evening,Travel
Rapido Flight Ticket liya using gpay,Travel
PlayStation Store Concert ka payment using debit card in Noida,Entertainment
Poha yesterday Wow Momo,Food
Bikanervala Pasta bharwaya using gpay in Jaipur yesterday,Food
JioMart Pav Bhaji order kiya morning,Food
Music payment PlayStation Store using debit card for college,Entertainment
Train Ticket subscription IRCTC festival shopping today,Travel
Apartment PG Rent monthly payment weekend,Rent
Diesel food SpiceJet using debit card for hostel,Travel
Earbuds expense Decathlon using paytm night,Shopping
Perfume this month Uniqlo,Shopping
Theobroma Vegetables mangaya using gpay for college,Food
Rapido Fastag Recharge order kiya using debit card in Mumbai,Travel
Bowling via Prime Video during vacation,Entertainment
Society PG Rent order kiya,Rent
Petrol Pump Parking monthly payment using upi,Travel
ACT Fiber Credit Card Bill ke liye payment using phonepe evening,Bills
Watch expense Mi Store,Shopping
EMI at BSNL using cash in Hyderabad,Bills
Indigo Petrol se liya using credit card for office,Travel
Electricity Board Recharge se mangaya morning,Bills
Zomato Eggs book ki using paytm after class,Food
Lipstick shopping Reliance Digital late night morning,Shopping
Nykaa Fashion Lipstick recharge kiya for family,Shopping
Meesho Jeans recharge kiya in Mumbai today,Shopping
Indigo Flight Ticket recharge kiya,Travel
INOX Concert se liya today,Entertainment
Power Bank food Meesho,Shopping
Cafe Butter liya using cash in Mumbai birthday morning,Food
Petrol Pump Train Ticket ke liye payment using debit card,Travel
Music order Xbox during trip afternoon,Entertainment
Taxi order RedBus monthly,Travel
Gift shopping Noise,Shopping
Juice subscription Swiggy using debit card festival shopping morning,Food
RedBus Train Ticket diya,Travel
Indigo Train Ticket kharida in Lucknow,Travel
Bikanervala Dosa pe khaya in Mumbai,Food
IRCTC Toll Tax monthly payment,Travel
Vegetables subscription Pizza Hut afternoon,Food
Security Deposit this month Room,Rent
Vegetables today JioMart using paytm,Food
Shoppers Stop Pen se liya using cash,Shopping
Subscription purchase Prime Video after class yesterday,Entertainment
Kurti food Meesho using credit card in Delhi urgent purchase afternoon,Shopping
Poha expense Spencer in Noida festival shopping,Food
JioMart Dal Rice pe khaya in Lucknow for office night,Food
Uber Taxi pe khaya using paytm,Travel
Prime Video Movie book ki late night,Entertainment
Bread bill College Canteen,Food
Xbox Concert recharge kiya in Hyderabad weekend,Entertainment
Decathlon Saree ke liye payment,Shopping
Jeans yesterday Shopping Mall morning,Shopping
Monitor from FireBoltt exam week,Shopping
Flat Room Rent pe khaya in Delhi,Rent
Gas Agency EMI pe khaya using paytm weekend,Bills
Hostel Maintenance se liya using cash festival shopping yesterday,Rent
Water Bill payment Airtel using gpay in Agra yesterday,Bills
Disney Hotstar Movie Ticket mangaya using gpay in Noida,Entertainment
Fruits purchase KFC using credit card in Mumbai birthday yesterday,Food
Local Market Earbuds liya in Jaipur with friends,Shopping
Watch yesterday Lifestyle using gpay yesterday,Shopping
Shawarma shopping Reliance Fresh using paytm late night,Food
Restaurant Paratha se mangaya using paytm in Jaipur yesterday,Food
Dominos Dinner book ki,Food
Recharge subscription Broadband using debit card,Bills
Music food Prime Video using phonepe in Jaipur during trip,Entertainment
Petrol at Ola using debit card in Delhi with friends,Travel
Lifestyle Backpack pe khaya morning,Shopping
House Rent paid for Hostel using phonepe urgent purchase,Rent
Toll Tax this month SpiceJet morning,Travel
Puma Watch monthly payment in Bangalore monthly,Shopping
Reliance Digital Watch bhar diya using cash in Noida monthly today,Shopping
Apartment Maintenance pe khaya,Rent
ACT Fiber Credit Card Bill pe khaya in Lucknow weekend,Bills
RedBus Fastag Recharge kharida in Pune festival shopping,Travel
Backpack at Local Market yesterday,Shopping
Flight Ticket purchase Fastag in Mumbai,Travel
Local Market Phone Charger bharwaya,Shopping
Concert expense Spotify in Noida for family,Entertainment
Fruits shopping CCD using gpay,Food
Parking Parking ka payment daily expense,Travel
Society Security Deposit book ki in Mumbai,Rent
Room Rent at House for college,Rent
Uber Flight Ticket liya today,Travel
Parking booking IRCTC in Lucknow,Travel
Nike Lunch Box ka payment using phonepe morning,Shopping
Society Maintenance pe gaya using gpay in Noida late night,Rent
Flat Room Rent recharge kiya today,Rent
Steam Concert recharge kiya in Jaipur yesterday,Entertainment
Cab purchased Petrol Pump,Travel
Xbox IPL Ticket se liya evening,Entertainment
Cafe Milk se liya,Food
Credit Card Bill purchase ACT Fiber,Bills
Butter from CCD using paytm in Agra afternoon,Food
Zepto Poha bhar diya morning,Food
Lassi using Oven Story,Food
Pen subscription H&M in Noida weekend,Shopping
Diesel this month MakeMyTrip festival shopping,Travel
Pizza Hut Ice Cream bharwaya,Food
ICICI Water Bill diya using upi,Bills
Cab expense Rapido using gpay night,Travel
Yatra Bus Ticket liya using debit card late night,Travel
Gas Agency Gas Bill order kiya using cash in Pune,Bills
House Rent recharge House evening,Rent
Electricity Bill at Airtel,Bills
Bottle from Lifestyle using paytm night,Shopping
Faasos Dinner ka payment,Food
Wallet via Lifestyle in Mumbai,Shopping
Water Bill yesterday SBI in Pune monthly,Bills
Jio EMI liya weekend,Bills
Evening Snacks this week Zepto using phonepe weekend,Food
Ola Taxi liya in Pune for college,Travel
Metro Ticket this week MakeMyTrip in Agra weekend,Travel
Instamart Dosa pe gaya for office,Food
Fastag Recharge monthly Uber,Travel
Flat Hostel Fee mangaya in Jaipur yesterday,Rent
EatFit Groceries bharwaya morning,Food
Shopping Mall Monitor pe gaya using upi in Mumbai festival shopping,Shopping
More Supermarket Snacks order kiya using upi in Pune exam week,Food
Air India Bus Ticket kharida using debit card weekend,Travel
Flight Ticket purchase Rapido using phonepe,Travel
Music bought PVR during trip,Entertainment
Momos using Barista using debit card in Hyderabad late night month end,Food
Reliance Fresh Paratha pe khaya for college evening,Food
JioCinema Concert bhar diya in Jaipur urgent purchase,Entertainment
AbhiBus Bus Ticket order kiya using gpay,Travel
Uniqlo Lipstick diya using phonepe festival shopping,Shopping
ACT Fiber Credit Card Bill order kiya,Bills
JioCinema Subscription ka payment,Entertainment
T Shirt at Meesho using credit card in Bangalore exam week,Shopping
Nykaa Fashion Jeans monthly payment using phonepe,Shopping
Room Rent Society,Rent
Apartment House Rent ka payment using paytm for office,Rent
Nykaa Fashion Speaker book ki in Pune evening,Shopping
Reliance Fresh Sandwich monthly payment,Food
Taxi bought Goibibo after class yesterday,Travel
Coffee food Local Dhaba using upi,Food
Face Wash bill Mi Store using cash yesterday,Shopping
Shoes bill Ajio using upi evening,Shopping
Recharge today Vi late night yesterday,Bills
Netflix Arcade ka payment,Entertainment
HDFC Internet Bill kharida using debit card during vacation month end,Bills
Blinkit Chocolate bharwaya monthly,Food
Petrol Pump Flight Ticket diya with friends,Travel
Gas Bill food Airtel in Hyderabad with friends,Bills
Reliance Digital Jeans se mangaya in Bangalore,Shopping
Broadband Bill monthly Airtel in Hyderabad,Bills
EMI paid for Broadband festival shopping,Bills
Groceries this month Box8 monthly,Food
Water Department Recharge book ki using phonepe for office,Bills
Mouse from Nykaa Fashion in Bangalore,Shopping
Cricket Match monthly Prime Video using upi birthday,Entertainment
PG Rent subscription Hostel afternoon,Rent
Epic Games Movie Ticket se mangaya using gpay in Delhi,Entertainment
Milk Local Dhaba in Jaipur,Food
Restaurant Evening Snacks bhar diya,Food
Credit Card Bill payment Excitel using gpay in Agra after class,Bills
Mi Store Watch order kiya in Delhi,Shopping
Movie purchased PlayStation Store,Entertainment
Evening Snacks recharge Burger Singh using paytm today,Food
Electricity Bill subscription Vi morning,Bills
Box8 Biscuits recharge kiya,Food
Shoes this week H&M birthday,Shopping
Juice this week Reliance Fresh morning yesterday,Food
Concert at Steam,Entertainment
Steam Music ke liye payment festival shopping,Entertainment
Pav Bhaji shopping Local Dhaba for family,Food
INOX Arcade se liya in Bangalore for family evening,Entertainment
Water Bill monthly ACT Fiber using gpay,Bills
Hostel Fee Apartment evening,Rent
Dominos Biryani diya during vacation,Food
Boat Shoes liya using phonepe,Shopping
PG PG Rent pe khaya in Hyderabad night,Rent
Samsung Store Gift kharida urgent purchase month end,Shopping
Lassi order Hostel Mess in Jaipur,Food
Bread subscription Burger Singh using upi in Noida for hostel,Food
SBI Gas Bill ka payment in Pune evening,Bills
Keyboard this week Puma for hostel,Shopping
Room Rent via PG using phonepe in Hyderabad,Rent
Tata Cliq Gift mangaya,Shopping
Phone Charger recharge Ajio in Delhi morning,Shopping
Adidas Lunch Box monthly payment,Shopping
Meesho Phone Cover bhar diya month end,Shopping
Bowling expense PlayStation Store using upi daily expense,Entertainment
RedBus Diesel diya,Travel
Burger Singh Smoothie ka payment using credit card,Food
Roll subscription Local Dhaba in Mumbai,Food
Broadband Bill today Credit Card during trip yesterday,Bills
Petrol Pump Parking bharwaya,Travel
Fastag Recharge at Metro for hostel,Travel
Air India Flight Ticket ke liye payment using gpay after class,Travel
Insurance purchase Water Department using phonepe in Pune,Bills
Makeup Kit from Puma,Shopping
Amazon Kurti ka bill during trip,Shopping
Nike Wallet kharida using phonepe for office,Shopping
EMI via Credit Card evening,Bills
Concert order Steam for college,Entertainment
Dal Rice this month College Canteen,Food
Diesel subscription Goibibo,Travel
Nike Headphones diya in Delhi,Shopping
PG Rent from Society using gpay,Rent
Recharge recharge BSNL using paytm monthly,Bills
Petrol Pump Metro Ticket se mangaya using phonepe in Noida evening,Travel
Cafe Juice bhar diya,Food
Metro Toll Tax monthly payment in Pune for college,Travel
Face Wash shopping Myntra using debit card for family,Shopping
Arcade booking BookMyShow using debit card during vacation weekend,Entertainment
Mi Store T Shirt recharge kiya using upi,Shopping
More Supermarket Groceries mangaya using gpay,Food
Perfume at OnePlus Store using debit card in Lucknow for college yesterday,Shopping
OnePlus Store Wallet diya in Noida monthly today,Shopping
BookMyShow Movie ka payment using cash,Entertainment
Eggs monthly Subway evening,Food
Faasos Lunch bhar diya using cash,Food
EMI paid for ICICI using gpay exam week,Bills
Insurance at Airtel daily expense,Bills
Credit Card Bill using Excitel for family afternoon,Bills
Broadband Internet Bill ka payment today,Bills
Flat Flat Rent ka bill using credit card,Rent
Headphones at Uniqlo,Shopping
Apartment Flat Rent monthly payment festival shopping,Rent
Security Deposit yesterday House using credit card in Bangalore weekend,Rent
Perfume shopping Pantaloons using gpay in Agra,Shopping
Burger order Box8 using cash in Bangalore,Food
Earbuds recharge OnePlus Store using gpay after class evening,Shopping
Burger King Momos recharge kiya for college,Food
Amazon Headphones pe gaya daily expense night,Shopping
Movie Prime Video in Mumbai afternoon,Entertainment
Auto purchase Parking weekend today,Travel
Fastag Recharge recharge MakeMyTrip using upi in Delhi,Travel
Gas Bill subscription HDFC,Bills
Tata Cliq Gift liya in Delhi exam week morning,Shopping
Taxi paid for Yatra,Travel
Bottle yesterday Samsung Store hostel life evening,Shopping
Roll at Behrouz,Food
Shampoo yesterday Decathlon using paytm for college,Shopping
Hoodie using Nykaa Fashion,Shopping
Gas Agency Internet Bill ka bill,Bills
Parking yesterday IRCTC in Noida with friends,Travel
Lunch order Burger King using gpay,Food
Bikanervala Pizza order kiya,Food
House PG Rent bhar diya,Rent
Spencer Chocolate se liya using gpay,Food
Diesel via SpiceJet evening,Travel
PG Maintenance diya afternoon,Rent
Star Bazaar Vegetables bhar diya,Food
Cab via Indigo using cash late night,Travel
Chaayos Chocolate mangaya using upi,Food
Fastag Recharge purchased MakeMyTrip,Travel
Internet Bill this month Credit Card urgent purchase,Bills
Reebok Mouse diya with friends,Shopping
Groceries payment Oven Story hostel life,Food
Blinkit Cold Coffee pe gaya using gpay during vacation,Food
Flat Rent yesterday PG in Bangalore,Rent
Ice Cream expense Chaayos using gpay in Mumbai exam week,Food
BookMyShow Music pe gaya in Delhi,Entertainment
Dal Rice from Starbucks for hostel,Food
Pizza paid for swiggi exam week evening,Food
Metro Shoes Face Wash ka payment using debit card in Bangalore for college,Shopping
Hostel Room Rent ke liye payment today,Rent
ICICI EMI bharwaya,Bills
Backpack expense Amazon using upi in Jaipur,Shopping
Paneer weekly Pizza Hut using credit card hostel life,Food
Parking Petrol diya using upi for office,Travel
ICICI Internet Bill pe gaya using phonepe in Lucknow for family month end,Bills
Yatra Toll Tax bharwaya in Hyderabad night,Travel
House PG Rent kharida using gpay,Rent
Bata Lunch Box mangaya hostel life month end,Shopping
Gaming at PlayStation Store morning,Entertainment
Recharge at ICICI using debit card for office,Bills
Epic Games Movie Ticket recharge kiya using debit card in Jaipur during vacation today,Entertainment
SpiceJet Bus Ticket ka payment using gpay in Hyderabad,Travel
Akasa Cab ke liye payment monthly,Travel
Water Bill this month Gas Agency using paytm during vacation,Bills
House Rent weekly Flat using credit card in Hyderabad,Rent
Mouse at Shopping Mall afternoon,Shopping
Parking shopping Petrol Pump using upi during vacation today,Travel
Paratha from Hostel Mess,Food
Internet Bill weekly Vi,Bills
Bikanervala Idli kharida in Pune,Food
Eggs payment Reliance Fresh urgent purchase,Food
Movie Ticket from Steam in Delhi,Entertainment
Roll purchase Zepto using paytm in Delhi yesterday,Food
Room Rent this week Apartment using phonepe in Jaipur for hostel,Rent
Burger Singh Pizza order kiya in Noida urgent purchase,Food
Mi Store Tempered Glass book ki using debit card in Delhi after class,Shopping
Face Wash purchased Meesho in Hyderabad,Shopping
SBI Water Bill ka bill,Bills
Nykaa Lunch Box recharge kiya monthly,Shopping
Haldirams Idli pe khaya for family,Food
Croma Face Wash diya in Jaipur birthday,Shopping
Recharge payment Broadband monthly,Bills
Steam Bowling liya with friends,Entertainment
Poha order Haldirams using upi weekend,Food
Burger Singh Cold Coffee ke liye payment using paytm in Mumbai,Food
Arcade using BookMyShow late night morning,Entertainment
Flight Ticket weekly Indigo using credit card in Jaipur,Travel
Maintenance monthly Society during trip,Rent
PVR Music order kiya using debit card urgent purchase,Entertainment
Chaayos Eggs mangaya urgent purchase,Food
Cricket Match at Netflix using credit card,Entertainment
Max Fashion Books ka bill in Mumbai,Shopping
AbhiBus Taxi book ki,Travel
USB Cable yesterday Boat using credit card,Shopping
Zara Phone Charger ka payment using gpay exam week month end,Shopping
Notebook bill Ajio using paytm in Hyderabad festival shopping,Shopping
Lipstick food Samsung Store birthday,Shopping
Lunch Box order Boat today,Shopping
Metro Diesel ke liye payment in Bangalore morning,Travel
Electricity Bill food SBI using cash morning,Bills
Bikanervala Rajma Chawal book ki urgent purchase,Food
FireBoltt USB Cable liya during trip,Shopping
Bowling shopping INOX in Hyderabad monthly,Entertainment
Goibibo Taxi order kiya,Travel
Lassi this month Burger King using debit card in Pune,Food
House Rent expense Hostel,Rent
Milk order Box8 using phonepe in Pune exam week,Food
Swigy Vegetables bharwaya in Lucknow month end,Food
Local Market Monitor book ki,Shopping
Tea this week Chaayos late night,Food
Oven Story Lassi monthly payment using gpay,Food
Credit Card Bill expense Gas Agency using upi,Bills
Auto at Indigo using paytm in Mumbai,Travel
Jio Water Bill se liya using upi daily expense weekend,Bills
Movie Ticket booking Epic Games birthday,Entertainment
Gaming today Spotify using paytm evening,Entertainment
Lunch Box shopping Local Market using credit card in Noida today,Shopping
Shoes Reebok for office weekend,Shopping
Dosa booking JioMart in Lucknow morning,Food
IPL Ticket recharge BookMyShow using gpay birthday,Entertainment
Starbucks Tea pe gaya using credit card with friends yesterday,Food
Diesel paid for Uber for family weekend,Travel
Arcade weekly Prime Video in Hyderabad during vacation,Entertainment
PG Rent recharge Apartment monthly,Rent
Water Department Gas Bill pe khaya using cash,Bills
Metro Train Ticket book ki using debit card after class,Travel
Reliance Fresh Snacks diya using paytm birthday,Food
Diesel today Indigo,Travel
Noise Laptop mangaya using paytm yesterday,Shopping
Pizza subscription Behrouz using phonepe evening,Food
IRCTC Diesel se liya in Lucknow today,Travel
Toll Tax Uber using paytm in Agra,Travel
Metro Ticket monthly Rapido using paytm in Delhi today,Travel
Spotify Concert bharwaya using credit card birthday,Entertainment
Auto expense Petrol Pump,Travel
Coffee using Box8 after class,Food
Phone Charger at Shoppers Stop in Hyderabad afternoon,Shopping
PG Maintenance ke liye payment for office,Rent
Jio Insurance diya,Bills
Woodland Bottle order kiya,Shopping
Indigo Fastag Recharge bharwaya using paytm for family,Travel
Local Dhaba Rajma Chawal monthly payment using paytm in Bangalore for office,Food
Excitel Credit Card Bill pe gaya,Bills
Idli yesterday Dominos for college,Food
Taxi expense Rapido during trip,Travel
Apartment Room Rent monthly payment,Rent
Makeup Kit subscription H&M during vacation night,Shopping
Dmart Ice Cream bharwaya using upi,Food
Pasta order Blinkit in Hyderabad morning,Food
Gaming subscription Prime Video,Entertainment
Dosa purchase Dominos for hostel,Food
JioCinema Subscription kharida using cash,Entertainment
Ice Cream paid for Zomato,Food
Internet Bill from HDFC during vacation month end,Bills
EMI food Jio using debit card,Bills
Pizza purchase Haldirams using phonepe,Food
House Rent at House using paytm in Hyderabad,Rent
Barista Ice Cream bharwaya weekend,Food
Room Security Deposit se mangaya late night,Rent
Water Bill purchase Electricity Board late night,Bills
Tea purchased More Supermarket using phonepe,Food
Room PG Rent bharwaya,Rent
Cab Petrol Pump using gpay afternoon,Travel
Backpack purchased Nike using upi in Bangalore hostel life today,Shopping
Spotify Subscription bhar diya afternoon,Entertainment
Star Bazaar Cold Coffee pe gaya,Food
Croma Notebook pe khaya,Shopping
Ola Toll Tax bhar diya in Jaipur,Travel
JioCinema Music pe gaya today,Entertainment
Samsung Store Gift pe gaya,Shopping
House Rent shopping Flat hostel life evening,Rent
Spotify Movie book ki,Entertainment
Credit Card Bill using ICICI using paytm with friends,Bills
Zara Monitor se liya in Noida,Shopping
Jacket Tata Cliq festival shopping,Shopping
Blue Tokai Vegetables kharida,Food
Poha using Box8 using upi for hostel month end,Food
Gaming booking BookMyShow in Agra,Entertainment
Shawarma booking Haldirams in Jaipur,Food
Shoes today Shoppers Stop in Noida exam week weekend,Shopping
Lassi payment Star Bazaar using upi in Delhi after class evening,Food
Flat Security Deposit kharida using cash,Rent
Makeup Kit purchase Uniqlo,Shopping
Shoppers Stop USB Cable se mangaya using upi,Shopping
Dosa weekly Star Bazaar,Food
Myntra Mouse mangaya,Shopping
Gift weekly Boat in Delhi with friends morning,Shopping
Reliance Fresh Chole Bhature order kiya using phonepe,Food
Bread today Instamart after class today,Food
Water Bill food Credit Card night,Bills
Cab this month Petrol Pump using credit card,Travel
Books bought Zara,Shopping
Headphones via Bata in Agra hostel life,Shopping
Bus Ticket this month Air India for college,Travel
Chocolate Chaayos for family,Food
Petrol shopping Air India,Travel
Parking paid for Air India in Noida festival shopping,Travel
Hostel Room Rent liya using phonepe,Rent
Metro Ticket purchased RedBus using credit card in Agra,Travel
House Maintenance se liya using debit card,Rent
Broadband Internet Bill book ki using upi,Bills
Arcade from Xbox for family,Entertainment
HDFC Credit Card Bill se mangaya in Bangalore afternoon,Bills
Bus Ticket Rapido,Travel
Samsung Store Phone Charger recharge kiya in Agra late night,Shopping
Goibibo Cab ka payment,Travel
Auto via Air India during trip,Travel
BookMyShow Gaming recharge kiya using upi in Pune during trip,Entertainment
Parking Diesel book ki,Travel
Hostel Fee bill House,Rent
Vi Water Bill bhar diya during vacation,Bills
Train Ticket recharge Air India using gpay in Jaipur during vacation,Travel
Milk payment Zomato in Agra weekend month end,Food
Broadband Gas Bill ka bill using upi,Bills
Phone Cover food Noise,Shopping
Mi Store Headphones ke liye payment,Shopping
Tempered Glass food Woodland for college,Shopping
Security Deposit bill Flat,Rent
Flipkart Laptop pe gaya daily expense,Shopping
Broadband Credit Card Bill bharwaya late night night,Bills
Speaker bill Croma,Shopping
Parking this month Yatra for family weekend,Travel
amazon Backpack diya using credit card,Shopping
McDonalds Sandwich se mangaya using upi,Food
BigBasket Evening Snacks liya for family,Food
Chocolate this week Chaayos evening,Food
Pasta via Hostel Mess for office yesterday,Food
Shopping Mall Perfume ke liye payment morning,Shopping
Chocolate this week Restaurant using debit card in Noida during trip month end,Food
Cold Coffee Blue Tokai during vacation,Food
Meesho Phone Cover monthly payment using upi in Bangalore,Shopping
Sandwich yesterday Instamart using cash in Agra night,Food
Train Ticket monthly Akasa morning,Travel
Hostel Room Rent recharge kiya,Rent
Spotify Music bharwaya,Entertainment
Internet Bill from Vi month end,Bills
Chole Bhature bought Dominos night,Food
Electricity Board Gas Bill diya using phonepe evening,Bills
Eggs weekly Zomato using debit card in Agra birthday,Food
House House Rent ka payment using cash hostel life,Rent
Society Flat Rent pe khaya,Rent
USB Cable paid for OnePlus Store festival shopping,Shopping
Credit Card Credit Card Bill monthly payment after class,Bills
Broadband Gas Bill diya in Delhi today,Bills
House Rent monthly Room with friends,Rent
Goibibo Train Ticket ke liye payment using upi late night afternoon,Travel
Internet Bill weekly Gas Agency,Bills
INOX Movie Ticket bharwaya using gpay in Mumbai with friends,Entertainment
Disney Hotstar Movie Ticket liya after class,Entertainment
PG Rent subscription Hostel,Rent
RedBus Cab pe khaya in Mumbai today,Travel
Room Rent at Society,Rent
Water Bill via SBI,Bills
Gaming bought PlayStation Store using debit card in Noida,Entertainment
Arcade yesterday Disney Hotstar festival shopping afternoon,Entertainment
Cricket Match order Xbox,Entertainment
Broadband Bill subscription Excitel yesterday,Bills
Reebok Tempered Glass pe gaya using phonepe today,Shopping
Maintenance via Hostel,Rent
Shawarma this week Spencer,Food
Cricket Match shopping Prime Video for family,Entertainment
Akasa Bus Ticket order kiya,Travel
Security Deposit expense Society using upi morning,Rent
Excitel Gas Bill ke liye payment for office,Bills
Croma Phone Charger book ki in Jaipur,Shopping
Reliance Fresh Lassi bharwaya in Hyderabad,Food
Monitor purchased OnePlus Store using gpay in Pune,Shopping
Oven Story Biryani bhar diya using debit card,Food
Woodland Phone Charger ke liye payment using gpay in Bangalore monthly month end,Shopping
Local Market Shampoo recharge kiya morning,Shopping
Insurance bought Vi evening,Bills
Gas Bill booking Excitel using phonepe for college,Bills
MakeMyTrip Toll Tax bharwaya,Travel
Vi Internet Bill ka bill weekend,Bills
Paneer purchase Behrouz in Hyderabad yesterday,Food
Burger King Ice Cream bharwaya using upi after class,Food
Auto order Petrol Pump using cash in Delhi hostel life,Travel
Bowling paid for Epic Games using debit card,Entertainment
Bata Backpack bhar diya in Noida after class,Shopping
Subway Chocolate liya weekend,Food
Star Bazaar Paratha diya,Food
IPL Ticket order PVR,Entertainment
Earbuds order FireBoltt in Mumbai with friends today,Shopping
CCD Breakfast monthly payment night,Food
OnePlus Store Lunch Box monthly payment using gpay in Hyderabad for office,Shopping
Bowling recharge netflix in Hyderabad night,Entertainment
Nike Watch pe khaya for hostel,Shopping
Metro Shoes Wallet order kiya,Shopping
